Song Name,Year,Artist,Genre,Rating,Mood,Play Count,Album,Duration,Language,Tempo,Energy,Danceability,Valence,Acousticness,Speechiness
Light and Paradise,2007,Kamasi Washington,Jazz,3.64,Chill,11,Washington Sessions Vol. 1,180,English,94.2,0.565,0.451,0.558,0.581,0.081
Sun to Rush,2019,Ariana Grande,Pop,3.91,Calm,6,Grande Sessions Vol. 4,202,English,85.1,0.62,0.657,0.695,0.139,0.066
Fire for Gravity,1996,Calvin Harris,Electronic,4.05,Energetic,23,Harris Sessions Vol. 6,259,English,167.5,0.763,0.69,0.545,0.0,0.031
Roads in Stars (Hip-Hop),1993,Nicki Minaj,Hip-Hop,3.75,Chill,7,Minaj Sessions Vol. 3,231,English,99.7,0.769,0.758,0.652,0.081,0.147
Paradise and Sky (Pop),1996,Dua Lipa,Pop,3.93,Sad,12,Lipa Sessions Vol. 1,206,English,144.1,0.763,0.721,0.641,0.096,0.034
Dreams to Heart,2004,Bad Bunny,Latin,3.95,Happy,21,Bunny Sessions Vol. 1,187,Spanish,129.9,0.997,0.709,0.724,0.152,0.1
Echoes to Roads,2014,Norah Jones,Jazz,4.71,Melancholic,34,Jones Sessions Vol. 6,191,English,110.0,0.431,0.545,0.292,0.67,0.024
River to Echoes,2020,TWICE,K-Pop,3.68,Happy,40,TWICE Sessions Vol. 3,209,Korean,109.8,0.744,0.699,1.0,0.0,0.086
Heart the Paradise,1995,Kendrick Lamar,Hip-Hop,4.5,Motivational,23,Lamar Sessions Vol. 1,176,English,91.7,0.748,0.679,0.098,0.184,0.23
Roads to Sun (Jazz),1999,Diana Krall,Jazz,4.42,Calm,10,Krall Sessions Vol. 5,140,Instrumental,92.1,0.28,0.423,0.527,0.743,0.075
Light with Horizon,2019,Dua Lipa,Pop,3.71,Happy,21,Lipa Sessions Vol. 4,241,English,90.7,0.703,0.867,0.773,0.114,0.105
Feel in Memories (Classical),2002,Yiruma,Classical,4.69,Sad,2,Yiruma Sessions Vol. 1,274,Instrumental,79.2,0.318,0.068,0.167,0.912,0.045
Run for Hold,2014,Max Richter,Classical,4.03,Melancholic,2,Richter Sessions Vol. 2,174,Instrumental,90.3,0.221,0.14,0.366,0.938,0.027
Rush to Silence (Indie),2011,Phoebe Bridgers,Indie,4.59,Calm,12,Bridgers Sessions Vol. 4,202,English,116.5,0.422,0.514,0.686,0.521,0.0
Sky with Night (Electronic),2023,Zedd,Electronic,3.82,Chill,10,Zedd Sessions Vol. 5,140,Instrumental,140.3,0.695,0.628,0.615,0.036,0.0
Again in Horizon,1999,Dua Lipa,Pop,3.63,Chill,31,Lipa Sessions Vol. 4,241,English,111.3,0.743,0.745,0.432,0.009,0.1
Horizon for Home (Jazz),1995,Jamie Cullum,Jazz,3.6,Chill,347,Cullum Sessions Vol. 1,172,Instrumental,60.0,0.511,0.575,0.325,0.691,0.048
Alone with Roads,1996,TWICE,K-Pop,4.45,Happy,15,TWICE Sessions Vol. 1,211,Korean,112.3,0.664,0.77,0.537,0.0,0.092
Alone the Silence,2003,Kanye West,Hip-Hop,4.94,Happy,8,West Sessions Vol. 6,169,English,95.1,0.749,0.566,0.728,0.17,0.305
Roads to Paradise,2008,Yiruma,Classical,4.16,Sad,24,Yiruma Sessions Vol. 6,120,Instrumental,83.4,0.246,0.268,0.028,0.877,0.027
Rush the Hold,2008,Shakira,Latin,3.75,Energetic,5,Shakira Sessions Vol. 2,314,Spanish,115.9,0.688,0.907,0.59,0.067,0.028
Gravity with Sky,1996,Shakira,Latin,3.63,Romantic,44,Shakira Sessions Vol. 5,192,Spanish,128.5,0.592,0.798,0.78,0.181,0.225
Glow of Memories,2001,Foo Fighters,Rock,4.9,Chill,16,Fighters Sessions Vol. 2,206,English,91.0,0.729,0.823,0.575,0.235,0.025
Gravity to Dance,2005,Marshmello,Electronic,5.0,Romantic,8,Marshmello Sessions Vol. 1,210,Instrumental,166.0,0.576,0.889,0.758,0.054,0.035
Run for Paradise,1998,Max Richter,Classical,3.27,Calm,99,Richter Sessions Vol. 2,270,Instrumental,94.9,0.249,0.201,0.537,0.87,0.033
Roads in Love,2005,Yiruma,Classical,3.58,Calm,94,Yiruma Sessions Vol. 1,218,Instrumental,76.8,0.362,0.411,0.507,0.836,0.006
River and Gravity,1992,Sonu Nigam,Bollywood,4.56,Happy,11,Nigam Sessions Vol. 6,206,Hindi,115.9,0.855,0.807,0.543,0.29,0.088
Stars with Night,2020,Sonu Nigam,Bollywood,4.86,Chill,12,Nigam Sessions Vol. 6,228,Hindi,116.6,0.543,0.569,0.622,0.166,0.108
Moon for Glow (Bollywood),2017,Shreya Ghoshal,Bollywood,3.71,Motivational,60,Ghoshal Sessions Vol. 4,180,Hindi,141.5,0.651,0.796,0.425,0.492,0.176
Glow in Light,2017,Linkin Park,Rock,4.13,Sad,7,Park Sessions Vol. 1,251,English,134.5,0.777,0.467,0.692,0.168,0.034
Gravity in Heart,1991,Kamasi Washington,Jazz,3.73,Melancholic,34,Washington Sessions Vol. 4,194,Instrumental,82.0,0.39,0.554,0.326,0.525,0.049
Fire with Sky,2016,Tame Impala,Indie,4.67,Melancholic,21,Impala Sessions Vol. 3,193,English,106.2,0.283,0.521,0.369,0.452,0.188
Sun in Sky,2007,Tame Impala,Indie,3.68,Happy,19,Impala Sessions Vol. 4,199,English,105.9,0.522,0.712,0.288,0.846,0.123
Heart with Horizon,2007,Tame Impala,Indie,3.64,Melancholic,69,Impala Sessions Vol. 5,237,English,110.8,0.443,0.384,0.304,0.496,0.104
Sun with Love (Indie),2021,Phoebe Bridgers,Indie,3.66,Energetic,225,Bridgers Sessions Vol. 2,157,English,99.7,0.876,0.608,0.39,0.791,0.14
Feel the Gravity,2012,Ludovico Einaudi,Classical,4.77,Calm,8,Einaudi Sessions Vol. 4,259,Instrumental,71.2,0.315,0.071,0.413,0.887,0.041
Stars of Roads,2006,SEVENTEEN,K-Pop,4.71,Melancholic,43,SEVENTEEN Sessions Vol. 4,270,Korean,116.3,0.731,0.862,0.689,0.03,0.06
Paradise to Gravity (Indie),2011,The 1975,Indie,4.3,Calm,23,1975 Sessions Vol. 5,221,English,110.1,0.604,0.657,0.325,0.641,0.165
Fire the Memories,2025,Taylor Swift,Pop,4.27,Happy,25,Swift Sessions Vol. 6,250,English,136.8,0.933,0.651,0.966,0.341,0.193
Sun for Hold (Bollywood),1993,Arijit Singh,Bollywood,4.82,Chill,11,Singh Sessions Vol. 1,251,Hindi,130.8,0.683,0.54,0.629,0.586,0.122
Stars in Run,2012,Yiruma,Classical,3.73,Sad,25,Yiruma Sessions Vol. 5,237,Instrumental,87.0,0.0,0.173,0.116,0.964,0.011
Dance with Dance,2025,Olivia Rodrigo,Pop,4.94,Calm,23,Rodrigo Sessions Vol. 4,163,English,107.7,0.616,0.919,0.666,0.032,0.095
Home to Dance (Jazz),2004,Jamie Cullum,Jazz,5.0,Melancholic,91,Cullum Sessions Vol. 2,204,Instrumental,119.0,0.506,0.501,0.34,0.743,0.059
Horizon in Horizon,1999,Red Hot Chili Peppers,Rock,4.01,Happy,26,Peppers Sessions Vol. 5,120,English,136.2,0.792,0.526,0.561,0.241,0.061
Feel with Sky,2004,Travis Scott,Hip-Hop,3.82,Happy,30,Scott Sessions Vol. 4,164,English,95.3,0.772,0.572,0.713,0.106,0.151
Silence to Roads,2007,Jamie Cullum,Jazz,3.62,Romantic,111,Cullum Sessions Vol. 6,223,Instrumental,94.2,0.464,0.436,0.178,0.592,0.036
Silence and Feel,1991,Marshmello,Electronic,3.92,Sad,20,Marshmello Sessions Vol. 6,211,English,126.5,0.785,0.894,0.667,0.056,0.045
Sky the Home,1999,The Weeknd,Pop,3.82,Melancholic,8,Weeknd Sessions Vol. 3,274,English,121.7,0.694,0.677,0.529,0.269,0.09
Love and Stars,2024,Shreya Ghoshal,Bollywood,4.7,Chill,61,Ghoshal Sessions Vol. 3,186,Hindi,136.4,0.597,0.719,0.524,0.452,0.026
Hold for Paradise,1994,The Weeknd,Pop,3.89,Happy,28,Weeknd Sessions Vol. 2,166,English,107.6,0.864,0.788,0.816,0.156,0.052
Storm of Home,2004,A.R. Rahman,Bollywood,5.0,Motivational,81,Rahman Sessions Vol. 6,219,Hindi,95.5,0.691,0.519,0.54,0.151,0.096
Forever to Heart,2003,Sonu Nigam,Bollywood,3.54,Melancholic,47,Nigam Sessions Vol. 2,201,Hindi,124.3,0.661,0.626,0.465,0.103,0.065
Ludovico's Heart for Paradise,2024,Ludovico Einaudi,Classical,4.53,Calm,13,Einaudi Sessions Vol. 4,178,Instrumental,85.5,0.14,0.16,0.515,0.908,0.009
Silence and Light,2015,A.R. Rahman,Bollywood,3.79,Energetic,22,Rahman Sessions Vol. 5,275,Hindi,94.5,0.8,0.78,0.679,0.311,0.103
Feel and Echoes,1995,Sonu Nigam,Bollywood,4.11,Romantic,28,Nigam Sessions Vol. 5,263,Hindi,129.0,0.527,0.715,1.0,0.146,0.054
Gravity of Echoes,2008,The 1975,Indie,5.0,Happy,185,1975 Sessions Vol. 4,166,English,109.1,0.851,0.618,0.786,0.264,0.117
Storm the Roads,2011,Dua Lipa,Pop,4.47,Chill,5,Lipa Sessions Vol. 1,217,English,108.7,0.583,0.637,0.524,0.26,0.177
Rush and Heart,2006,Ed Sheeran,Pop,4.37,Happy,25,Sheeran Sessions Vol. 6,197,English,119.2,0.642,0.711,0.705,0.307,0.121
Forever of Moon,2021,Yiruma,Classical,3.25,Sad,21,Yiruma Sessions Vol. 6,163,Instrumental,76.4,0.169,0.256,0.196,0.839,0.039
Heart and Waves,2014,SEVENTEEN,K-Pop,4.59,Happy,76,SEVENTEEN Sessions Vol. 6,197,Korean,119.2,0.796,0.657,0.867,0.105,0.088
Light the Roads,2013,Kendrick Lamar,Hip-Hop,4.95,Happy,17,Lamar Sessions Vol. 6,223,English,81.3,0.603,0.835,0.727,0.117,0.137
Hold of Moon,2006,A.R. Rahman,Bollywood,4.7,Romantic,12,Rahman Sessions Vol. 3,157,Hindi,102.4,0.487,0.565,0.261,0.432,0.109
Alone of Fire,2017,Shreya Ghoshal,Bollywood,4.36,Happy,5,Ghoshal Sessions Vol. 3,242,Hindi,136.8,0.705,0.631,0.924,0.265,0.099
Waves for Gravity,2022,Arctic Monkeys,Indie,3.74,Chill,10,Monkeys Sessions Vol. 1,240,English,93.0,0.646,0.305,0.601,0.071,0.103
Night for Fire,1990,Yiruma,Classical,4.2,Calm,12,Yiruma Sessions Vol. 3,236,Instrumental,86.8,0.371,0.167,0.572,0.89,0.006
Waves and Run (Electronic),2014,Zedd,Electronic,3.79,Energetic,39,Zedd Sessions Vol. 6,196,English,95.9,0.826,0.634,0.298,0.065,0.0
Silence with Alone,1996,Phoebe Bridgers,Indie,4.01,Chill,4,Bridgers Sessions Vol. 2,175,English,91.6,0.582,0.723,0.363,0.276,0.013
Silence the Home (Jazz),1996,Norah Jones,Jazz,4.1,Calm,17,Jones Sessions Vol. 3,141,English,101.4,0.496,0.61,0.242,0.755,0.035
Paradise to Dance,1999,Ariana Grande,Pop,4.35,Romantic,41,Grande Sessions Vol. 4,200,English,115.8,0.455,0.767,0.751,0.279,0.048
Moon to Storm,2012,Shreya Ghoshal,Bollywood,3.34,Romantic,6,Ghoshal Sessions Vol. 3,151,Hindi,132.3,0.571,0.799,0.892,0.401,0.018
Dance for Waves (Latin),2022,Rosalía,Latin,3.64,Happy,8,Rosalía Sessions Vol. 5,189,Spanish,123.8,0.634,0.811,0.795,0.272,0.1
Light with Feel,2024,Yiruma,Classical,4.4,Sad,9,Yiruma Sessions Vol. 1,184,Instrumental,75.3,0.209,0.255,0.297,0.916,0.0
Silence for Roads,2023,Arctic Monkeys,Indie,4.16,Romantic,20,Monkeys Sessions Vol. 4,174,English,105.4,0.265,0.829,0.771,0.585,0.058
Fire in Home,2006,David Guetta,Electronic,4.23,Sad,5,Guetta Sessions Vol. 6,160,Instrumental,135.0,0.884,0.816,0.549,0.075,0.048
Memories of Glow,2007,Linkin Park,Rock,5.0,Motivational,2,Park Sessions Vol. 2,231,English,114.8,0.739,0.704,0.619,0.0,0.0
Sky with Feel,2020,Yiruma,Classical,4.43,Melancholic,15,Yiruma Sessions Vol. 4,258,Instrumental,88.1,0.35,0.156,0.374,0.917,0.032
Night to Roads,1992,Kamasi Washington,Jazz,5.0,Melancholic,35,Washington Sessions Vol. 6,147,English,86.2,0.477,0.44,0.401,0.564,0.05
Horizon and Hold,1999,Sonu Nigam,Bollywood,3.2,Chill,2,Nigam Sessions Vol. 3,196,Hindi,138.1,0.555,0.645,0.603,0.445,0.095
Gravity the Fire,2004,Arctic Monkeys,Indie,4.57,Chill,80,Monkeys Sessions Vol. 5,142,English,122.3,0.548,0.673,0.454,0.496,0.022
Hold for Home,2020,Rosalía,Latin,4.48,Romantic,13,Rosalía Sessions Vol. 1,271,Spanish,104.7,0.589,0.737,0.704,0.39,0.002
Stars for Fire (K-Pop),2020,SEVENTEEN,K-Pop,4.12,Happy,38,SEVENTEEN Sessions Vol. 1,210,Korean,115.3,0.741,0.775,0.873,0.258,0.125
Alone to Echoes,2017,Kamasi Washington,Jazz,3.94,Chill,42,Washington Sessions Vol. 1,259,English,76.8,0.51,0.465,0.606,0.454,0.0
Hold in Night,2000,Foo Fighters,Rock,3.77,Calm,5,Fighters Sessions Vol. 6,165,English,115.6,0.671,0.796,0.346,0.063,0.055
Storm the Run (Pop),1994,Olivia Rodrigo,Pop,4.84,Melancholic,12,Rodrigo Sessions Vol. 5,182,English,108.6,0.444,0.859,0.326,0.0,0.064
Run the Run,2025,Diana Krall,Jazz,4.14,Calm,396,Krall Sessions Vol. 2,150,Instrumental,98.2,0.379,0.248,0.439,0.63,0.083
Forever in Rush,2019,Yiruma,Classical,3.56,Calm,111,Yiruma Sessions Vol. 2,247,Instrumental,74.5,0.241,0.222,0.696,0.914,0.041
Sun with Hold (Jazz),2017,Kamasi Washington,Jazz,3.92,Melancholic,17,Washington Sessions Vol. 6,180,Instrumental,114.0,0.406,0.532,0.423,0.687,0.094
Night with Home,2011,The 1975,Indie,4.09,Sad,8,1975 Sessions Vol. 1,228,English,96.8,0.805,0.67,0.573,0.223,0.08
Roads with Hold,2011,Yiruma,Classical,4.38,Sad,35,Yiruma Sessions Vol. 1,193,Instrumental,90.8,0.328,0.253,0.287,0.862,0.008
Paradise of Sun,2021,Diana Krall,Jazz,4.38,Romantic,7,Krall Sessions Vol. 1,229,Instrumental,98.4,0.376,0.426,0.789,0.839,0.007
Dreams the Run,1997,Shakira,Latin,4.28,Calm,8,Shakira Sessions Vol. 4,139,Spanish,117.6,0.377,0.859,0.526,0.278,0.0
Waves with Love,1998,Red Hot Chili Peppers,Rock,3.6,Happy,58,Peppers Sessions Vol. 5,204,English,133.6,0.846,0.758,0.998,0.049,0.063
Glow in Gravity,2015,Sonu Nigam,Bollywood,4.85,Chill,13,Nigam Sessions Vol. 5,202,Hindi,103.5,0.71,0.887,0.583,0.051,0.106
Roads to Again (Hip-Hop),2002,Travis Scott,Hip-Hop,4.8,Happy,16,Scott Sessions Vol. 3,275,English,118.8,0.821,0.693,0.719,0.006,0.139
Home of Run (Rock),2012,Foo Fighters,Rock,4.32,Calm,9,Fighters Sessions Vol. 6,184,English,114.8,0.896,0.607,0.658,0.152,0.033
Forever the Memories,2018,Rosalía,Latin,4.28,Happy,12,Rosalía Sessions Vol. 1,187,Spanish,110.3,0.753,0.658,0.74,0.129,0.081
Dreams the Night,2023,SEVENTEEN,K-Pop,4.09,Chill,10,SEVENTEEN Sessions Vol. 2,194,Korean,114.6,0.519,0.972,0.479,0.097,0.124
Night the Waves,2014,Red Hot Chili Peppers,Rock,4.7,Happy,37,Peppers Sessions Vol. 4,129,English,118.7,0.666,0.836,0.701,0.257,0.0
Echoes with Run,2008,Zedd,Electronic,4.19,Energetic,53,Zedd Sessions Vol. 3,199,Instrumental,157.4,0.756,0.679,0.478,0.093,0.073
Light the Roads,1995,Shakira,Latin,4.08,Energetic,22,Shakira Sessions Vol. 1,173,Spanish,112.5,0.746,0.928,0.67,0.126,0.002
Home for Again,2017,J. Cole,Hip-Hop,3.7,Motivational,50,Cole Sessions Vol. 6,166,English,81.7,0.762,0.757,0.652,0.0,0.198
Waves the Heart,1995,Kamasi Washington,Jazz,5.0,Chill,3,Washington Sessions Vol. 4,120,English,92.2,0.419,0.39,0.576,0.93,0.038
Fire the Silence,1997,Ludovico Einaudi,Classical,4.05,Melancholic,64,Einaudi Sessions Vol. 1,194,Instrumental,85.8,0.293,0.152,0.39,0.894,0.012
Light to Rush,2000,Diana Krall,Jazz,4.75,Chill,23,Krall Sessions Vol. 3,219,Instrumental,116.0,0.402,0.533,0.616,0.472,0.071
Roads the Forever,1997,J. Cole,Hip-Hop,4.63,Motivational,6,Cole Sessions Vol. 5,227,English,97.6,0.688,0.726,0.12,0.114,0.298
Paradise and Forever,1992,The Weeknd,Pop,4.85,Sad,15,Weeknd Sessions Vol. 2,249,English,112.7,0.654,0.648,0.608,0.213,0.077
Sky in Paradise,2024,Linkin Park,Rock,4.7,Melancholic,165,Park Sessions Vol. 5,150,English,116.4,0.77,0.677,0.527,0.19,0.032
Glow with Hold (Bollywood),2002,Shreya Ghoshal,Bollywood,4.12,Sad,10,Ghoshal Sessions Vol. 5,214,Hindi,135.5,0.785,0.812,0.551,0.434,0.065
Storm and Light,2018,Zedd,Electronic,4.52,Happy,35,Zedd Sessions Vol. 3,273,Instrumental,126.1,0.906,0.891,0.773,0.0,0.039
Roads the River,2001,Travis Scott,Hip-Hop,3.93,Sad,15,Scott Sessions Vol. 6,215,English,101.0,0.748,0.775,0.479,0.085,0.296
Silence the Fire,2021,The Weeknd,Pop,4.34,Energetic,58,Weeknd Sessions Vol. 1,197,English,127.1,0.601,0.8,0.39,0.272,0.026
Dance of Light,2020,Imagine Dragons,Rock,4.01,Happy,38,Dragons Sessions Vol. 6,258,English,117.8,0.951,0.69,0.832,0.291,0.036
Dreams the Home (Classical),2004,Max Richter,Classical,4.98,Sad,19,Richter Sessions Vol. 1,215,Instrumental,82.6,0.249,0.115,0.272,0.84,0.03
Paradise of Sun,1992,Lorde,Indie,3.84,Motivational,25,Lorde Sessions Vol. 4,193,English,114.4,0.559,0.587,0.368,0.403,0.115
Paradise the Sun,2011,Sonu Nigam,Bollywood,4.56,Melancholic,66,Nigam Sessions Vol. 5,308,Hindi,115.1,0.496,0.651,0.396,0.005,0.069
Glow the Heart,1997,Kamasi Washington,Jazz,3.48,Romantic,6,Washington Sessions Vol. 3,199,Instrumental,69.4,0.556,0.635,0.436,0.826,0.066
Feel to Storm,1990,Kanye West,Hip-Hop,4.53,Happy,77,West Sessions Vol. 2,257,English,97.9,0.868,0.812,0.894,0.117,0.347
Dreams to Rush,1996,Drake,Hip-Hop,3.97,Romantic,17,Drake Sessions Vol. 6,228,English,98.6,0.738,0.593,0.6,0.07,0.271
Dance with Roads (Jazz),2020,Norah Jones,Jazz,3.66,Calm,141,Jones Sessions Vol. 6,167,English,60.0,0.337,0.322,0.4,0.436,0.039
Horizon with Heart,2011,BLACKPINK,K-Pop,3.12,Romantic,12,BLACKPINK Sessions Vol. 2,249,Korean,135.6,0.431,1.0,0.681,0.287,0.045
Dreams with Horizon,2000,BLACKPINK,K-Pop,4.2,Romantic,31,BLACKPINK Sessions Vol. 6,146,Korean,97.6,0.52,0.69,0.867,0.244,0.146
Jamie's River for Dance,2012,Jamie Cullum,Jazz,5.0,Calm,9,Cullum Sessions Vol. 5,189,English,99.8,0.362,0.45,0.535,0.858,0.018
Avicii's Horizon with Dreams,1993,Avicii,Electronic,4.36,Energetic,51,Avicii Sessions Vol. 5,160,English,95.2,0.773,0.817,0.254,0.023,0.039
Horizon with Moon,2018,Shreya Ghoshal,Bollywood,4.22,Chill,136,Ghoshal Sessions Vol. 6,260,Hindi,104.0,0.432,0.631,0.593,0.241,0.107
Paradise with Echoes (Classical),2023,Yiruma,Classical,3.58,Sad,7,Yiruma Sessions Vol. 2,193,Instrumental,88.5,0.247,0.112,0.079,0.895,0.039
Paradise the Roads,2024,Drake,Hip-Hop,3.29,Motivational,9,Drake Sessions Vol. 3,163,English,104.5,0.929,0.546,0.684,0.258,0.137
Roads the Dreams,2017,Zedd,Electronic,4.01,Sad,17,Zedd Sessions Vol. 2,132,English,132.7,1.0,0.677,0.597,0.045,0.028
Taylor's Silence and Love,2013,Taylor Swift,Pop,4.96,Energetic,38,Swift Sessions Vol. 6,280,English,117.7,0.734,0.742,0.389,0.375,0.138
Stars of Feel,2010,BTS,K-Pop,3.84,Romantic,35,BTS Sessions Vol. 2,217,Korean,101.3,0.54,0.441,0.744,0.442,0.032
Gravity to Forever (Latin),2021,Shakira,Latin,4.57,Happy,30,Shakira Sessions Vol. 4,257,Spanish,109.1,0.661,0.607,0.858,0.344,0.0
Dance with Stars,1991,Tame Impala,Indie,3.54,Melancholic,19,Impala Sessions Vol. 4,205,English,104.8,0.414,0.473,0.391,0.336,0.032
Horizon in Home,1999,Diana Krall,Jazz,3.93,Chill,110,Krall Sessions Vol. 4,237,English,84.0,0.414,0.599,0.519,0.56,0.088
Feel with Rush,2024,SEVENTEEN,K-Pop,4.92,Happy,16,SEVENTEEN Sessions Vol. 3,236,Korean,106.6,0.686,0.821,1.0,0.322,0.126
Night and Moon (Electronic),2013,Calvin Harris,Electronic,4.84,Chill,3,Harris Sessions Vol. 6,236,Instrumental,144.3,0.813,0.797,0.504,0.058,0.039
Storm in Paradise,2010,Arijit Singh,Bollywood,4.0,Sad,134,Singh Sessions Vol. 6,186,Hindi,125.1,0.697,0.602,0.629,0.075,0.064
Hold to Roads (Latin),2006,Shakira,Latin,3.94,Happy,12,Shakira Sessions Vol. 1,267,Spanish,105.5,0.762,0.551,1.0,0.035,0.127
Run the Storm,2021,Avicii,Electronic,4.14,Energetic,16,Avicii Sessions Vol. 6,248,Instrumental,132.1,0.849,0.461,0.418,0.007,0.035
River the Alone (Classical),2005,Hans Zimmer,Classical,5.0,Calm,60,Zimmer Sessions Vol. 6,249,Instrumental,79.6,0.143,0.266,0.581,0.88,0.014
Run of Again,2012,Foo Fighters,Rock,3.81,Energetic,8,Fighters Sessions Vol. 5,202,English,124.2,0.808,0.355,0.334,0.256,0.031
Run and Waves,1996,BLACKPINK,K-Pop,5.0,Romantic,16,BLACKPINK Sessions Vol. 1,217,Korean,102.7,0.416,0.719,0.922,0.236,0.031
Run and Waves (Bollywood),2017,A.R. Rahman,Bollywood,3.81,Energetic,22,Rahman Sessions Vol. 6,227,Hindi,90.4,0.703,0.68,0.614,0.383,0.105
Dance with Sun (K-Pop),2016,SEVENTEEN,K-Pop,4.13,Romantic,33,SEVENTEEN Sessions Vol. 3,187,Korean,94.5,0.569,0.862,0.79,0.349,0.088
Hans's Glow in Gravity,1993,Hans Zimmer,Classical,3.94,Calm,44,Zimmer Sessions Vol. 5,200,Instrumental,87.0,0.305,0.128,0.488,0.899,0.003
Again in Night,2002,Red Hot Chili Peppers,Rock,3.9,Energetic,82,Peppers Sessions Vol. 2,177,English,79.7,0.963,0.403,0.647,0.022,0.076
Memories and Waves,1992,Yiruma,Classical,3.67,Sad,18,Yiruma Sessions Vol. 6,262,Instrumental,90.4,0.272,0.042,0.288,0.923,0.023
Forever for Paradise,2017,BTS,K-Pop,4.25,Happy,33,BTS Sessions Vol. 3,236,Korean,126.3,0.615,0.708,0.706,0.534,0.168
Waves the Fire (Indie),1990,Phoebe Bridgers,Indie,4.41,Romantic,18,Bridgers Sessions Vol. 5,259,English,84.8,0.318,0.533,0.965,0.177,0.033
Glow the Sun,1990,Calvin Harris,Electronic,4.04,Energetic,8,Harris Sessions Vol. 3,169,English,130.8,0.915,0.757,0.421,0.122,0.043
Paradise with Echoes,2023,Kanye West,Hip-Hop,4.84,Energetic,104,West Sessions Vol. 3,177,English,91.6,0.873,0.626,0.491,0.138,0.069
Echoes the Hold (Rock),2008,Foo Fighters,Rock,3.39,Energetic,20,Fighters Sessions Vol. 4,219,English,111.5,0.72,0.577,0.624,0.112,0.049
Forever in Stars,1999,Red Hot Chili Peppers,Rock,3.94,Chill,34,Peppers Sessions Vol. 3,145,English,88.8,0.792,0.357,0.548,0.196,0.01
Feel the Glow (Classical),1999,Ludovico Einaudi,Classical,4.65,Sad,9,Einaudi Sessions Vol. 6,184,Instrumental,75.6,0.23,0.16,0.238,0.871,0.008
River in Again,2005,SEVENTEEN,K-Pop,4.9,Happy,7,SEVENTEEN Sessions Vol. 1,305,Korean,106.7,0.711,0.747,0.68,0.193,0.083
Memories of Dreams,2011,Ariana Grande,Pop,4.76,Romantic,3,Grande Sessions Vol. 2,193,English,101.6,0.578,0.729,0.822,0.438,0.19
Fire in Silence,1991,J Balvin,Latin,4.47,Energetic,51,Balvin Sessions Vol. 3,156,Spanish,94.3,0.787,0.709,0.463,0.245,0.107
Feel to Night,2008,Avicii,Electronic,4.59,Motivational,9,Avicii Sessions Vol. 4,220,Instrumental,130.7,0.732,0.848,0.681,0.078,0.016
Storm to Night,2011,The 1975,Indie,4.54,Sad,41,1975 Sessions Vol. 6,273,English,96.5,0.58,0.682,0.052,0.445,0.093
Storm in Echoes,2012,Avicii,Electronic,4.5,Sad,13,Avicii Sessions Vol. 3,156,Instrumental,137.4,0.947,0.865,0.655,0.071,0.031
Waves of Rush,1999,SEVENTEEN,K-Pop,3.49,Happy,34,SEVENTEEN Sessions Vol. 6,205,Korean,146.4,0.841,0.687,0.794,0.382,0.117
River in Glow,2014,Norah Jones,Jazz,4.22,Melancholic,3,Jones Sessions Vol. 2,142,English,98.1,0.465,0.318,0.419,0.688,0.047
Gravity in Waves (Jazz),2006,Kamasi Washington,Jazz,4.95,Chill,3,Washington Sessions Vol. 6,212,English,68.0,0.444,0.387,0.654,0.912,0.042
River of Heart,1996,Marshmello,Electronic,5.0,Happy,2,Marshmello Sessions Vol. 5,168,English,116.8,0.692,0.699,0.742,0.135,0.057
Run with Rush,1998,TWICE,K-Pop,3.73,Chill,32,TWICE Sessions Vol. 4,194,Korean,125.4,0.529,0.779,0.645,0.212,0.028
Glow the Forever,2007,Ludovico Einaudi,Classical,4.27,Calm,4,Einaudi Sessions Vol. 1,213,Instrumental,91.4,0.358,0.02,0.609,0.906,0.021
Sun and Echoes,2019,Zedd,Electronic,4.43,Energetic,8,Zedd Sessions Vol. 1,168,Instrumental,161.0,1.0,0.828,0.43,0.006,0.031
Sky and Stars,2003,Drake,Hip-Hop,4.89,Energetic,51,Drake Sessions Vol. 4,239,English,108.9,0.77,0.585,0.378,0.0,0.292
Run and Love,1993,Kamasi Washington,Jazz,4.11,Calm,12,Washington Sessions Vol. 3,257,English,109.8,0.388,0.516,0.622,0.599,0.056
Sun for Glow,2019,Dua Lipa,Pop,5.0,Happy,9,Lipa Sessions Vol. 1,173,English,85.5,0.933,0.849,0.867,0.187,0.043
Waves the Again (Rock),2011,Red Hot Chili Peppers,Rock,5.0,Energetic,72,Peppers Sessions Vol. 4,187,English,112.7,0.826,0.664,0.37,0.085,0.052
Roads for Sky,2023,Lorde,Indie,3.81,Calm,4,Lorde Sessions Vol. 3,183,English,101.3,0.323,0.745,0.63,0.192,0.088
Hold with Hold,2007,Diana Krall,Jazz,3.91,Melancholic,28,Krall Sessions Vol. 5,177,Instrumental,90.0,0.384,0.611,0.344,0.449,0.028
Echoes and Again,2014,Yiruma,Classical,4.42,Calm,16,Yiruma Sessions Vol. 4,242,Instrumental,66.5,0.125,0.081,0.563,0.926,0.013
Forever the Run,2024,Dua Lipa,Pop,3.8,Romantic,102,Lipa Sessions Vol. 3,230,English,130.1,0.55,0.804,0.745,0.363,0.126
